,Ex1,Ex2,Ex3,Ex4,Ex5,Ex6,Ex7,Ex8,In1,In2,In3,In4,In5,In6,In7,In8,Astro,Endo,Micro,OPC,Oligo
lh_G&S_frontomargin_thickness,0.10184495725268794,0.4057263612724876,-0.011118353663566708,0.16679490577771747,0.003982554564227089,-0.5547697343329616,0.19673666017561042,0.013067575671292719,0.1687183000869426,0.2970433803575369,-0.14754506584548768,0.003801375096507656,0.021144287451449188,0.03343511003898201,-0.03886174868716662,0.7679432867761536,0.6267108766668752,0.18256454378137696,0.6263768038430004,0.5363919821380041,0.24138410456682477
lh_G&S_occipital_inf_thickness,0.09237107358190688,-0.1129001382505313,1.098670788504631,-0.44228739321916505,-0.5071907600666785,-0.46778237609319884,-0.28021427868837817,-0.21328454025589558,-1.4465271630378653,-0.34244270449289144,-0.20845423348313874,0.23821908312583434,0.3436832943059524,-0.09081796496302923,0.5143270033321784,-0.12698149946796358,-0.8126450965470504,0.07900957905887111,-0.5790324741982209,-0.46514499777271306,0.14589862997192035
lh_G&S_paracentral_thickness,-0.8288569424880472,-0.11218941756232025,-0.22650309983133812,-0.4694819603994069,-0.2827602564800624,0.33026346252464733,-0.17218634510124162,0.07610122858891986,-0.4786284448602728,0.028058613903326084,-0.09958551779130208,0.3426949623977711,-0.38264182725773005,0.5766352071186718,-0.24188134984927748,-0.8455092675149172,-0.020050825075449957,0.11025977562159707,-0.17465133885711967,-0.1104995750605908,0.41332448869296934
lh_G&S_subcentral_thickness,-0.10833748095998358,-0.040468209534466504,0.42359076023797954,0.048265087286062956,0.15467773870920828,0.056783550659152866,-0.20046858247241306,0.003412822037214162,-0.3845975237179915,0.03528604446280228,-0.37980966534432653,0.01041103541697958,-0.034279135599472765,0.6275059117525345,0.08516591271365014,0.1647454579726854,-0.38855004578770663,-0.19366365979807215,0.46398568227595005,0.1783506504263162,-0.2292195321477304
lh_G&S_transv_frontopol_thickness,0.036343306746785486,0.774440286913417,0.10902622887987327,-0.21170199661832953,-0.5436228729854544,-0.46040877593271134,0.016035601881712675,-0.12986317280066567,0.41768059484132825,0.014186612019257907,-0.06783088150336591,0.10647450441363536,0.02773133860901641,0.009509997097095435,0.08911807422606796,0.3295960999034835,0.39044059470247466,0.09169381825716433,-0.09650627046426247,-0.058059901695552196,0.20870756118157174
lh_G&S_cingul-Ant_thickness,-0.19162042460341366,0.2991724849279537,-0.9225360561977151,0.4855157579557511,0.6516569241808048,0.8991538576487224,0.48944611747581296,0.19176664677809044,1.1687563955751399,0.714012018874909,0.3635812819817439,-0.47515126997516527,-0.37475269908375575,0.35798234808674034,-0.3971162198574533,0.030362087340200256,1.0407172390866286,-0.14754955815472326,0.3451007297055587,0.41024739470655797,-0.526847708859864
lh_G&S_cingul-Mid-Ant_thickness,0.25239834967522545,0.4776571717601433,-0.5673927375695257,0.5003826039333567,0.6258012500663245,0.8524378751696445,0.6106205221019545,0.3994223952379862,1.9732640769496133,0.4372842216813782,0.5848993314340739,0.2082839725307083,-0.27230630700298547,0.3769207631657999,-0.012710690778927808,0.1671734435549261,1.0043886299956828,0.23717947643336182,-0.09745954020245584,0.31864624057605384,0.09091647170648474
lh_G&S_cingul-Mid-Post_thickness,-0.07907905287329152,0.19804873326175065,-0.41660475475875236,0.1750046046002784,0.5462374804044566,0.7348105040206266,0.49746323030488376,0.22491908116668657,1.4092296471445365,0.2519402212444998,0.29726197693635353,0.18634862095601445,-0.20244993531181968,0.455403213782528,0.034219263479237004,-0.5503772066595144,0.3023382046248001,0.03406743015919381,-0.1530207456379728,0.04365866793117571,-0.1591657790328595
lh_G_cingul-Post-dorsal_thickness,0.12643798413024304,0.08805661986244138,0.6872607913528429,0.5985530492642877,0.5071021546024598,0.16136286926232696,0.17015590611092243,-0.3379416584491195,0.13431363972629487,0.6221526398146187,0.5507818966415643,-0.29532973392761597,-0.43839588406667573,0.37301436722588477,-0.16120513324070926,-0.37266953387601465,-0.2501793410873401,-1.0282055719352607,-0.44917235400526534,-0.292440473544348,-1.6908950288736226
lh_G_cingul-Post-ventral_thickness,-0.9995124660268251,0.27185155201497113,-0.9470576937817816,0.07262117527466676,-0.17316592288858987,1.1770225664730416,0.12982962243067786,0.08169295830656391,1.1483208989570777,0.18141244747173668,0.645034903117419,0.48174261054829015,0.07093133139621566,-0.7309587772248642,0.2665826773781794,-0.5020234033585284,0.2562781006545274,1.0117641558691386,0.514796945885154,0.29131382341859763,1.8226458975398623
lh_G_cuneus_thickness,-0.918368618124006,-0.046282353360920486,1.539163430059689,-0.6006793467449881,-0.6579288594610612,-0.37043746658131593,-0.7643847585288094,-0.391100935337886,-1.9797346303307501,-0.33775628326932877,-0.3357449482382155,0.12652883343461993,-0.14416198093493635,-0.33266073926937045,0.16594732864464318,0.13133604066820603,-0.7683235379546278,-0.27663497780983315,-1.0828676345303796,-0.8244698794808434,-0.049878704404949084
lh_G_front_inf-Opercular_thickness,-0.051038451192614236,-0.05672569433862126,-0.07980658388319217,0.3044572980412698,0.4861166148233764,0.40022968045385293,0.03198692610780455,0.19835237083211532,0.4105971889712725,-0.24572211719946058,-0.1351060145037087,-0.3473229249785123,-0.053520911469555114,0.2638081022259651,0.05131260158055071,-0.07435332825078778,-0.4702718895079859,-0.2522239138516507,0.19884012853641772,0.1559913016452586,-0.2811454505338168
lh_G_front_inf-Orbital_thickness,-0.4660049901214698,0.04805180114332336,0.09562699967486285,0.3282691757836048,0.3140404936293498,-0.051459049399943814,0.12700939485351423,-0.3379348525896178,0.13370193310363676,0.03748782891242029,-0.2740383824244101,-0.33290985875646883,-0.09736840545080645,0.7334968730733681,-0.2849869501718637,-0.13346355040396465,-0.7436948176433598,-0.4890956052376659,0.7926288442254723,0.365723872638182,-1.0711451587857694
lh_G_front_inf-Triangul_thickness,-0.5942052164944378,0.14171057613576002,0.34468648017789366,0.3327775938414848,0.5925606000499138,0.2984771557334349,0.20878322921018053,0.2570720920365978,0.43749413695427425,0.0968898861271732,-0.368343333088178,-0.4430469526870196,0.044117560488933796,0.5304963771249233,0.07041694985778928,0.11421718066438051,-0.44916545216787485,-0.168101718060197,0.3139402982313675,0.15424860095883636,-0.002111905488148074
lh_G_front_middle_thickness,-0.05201187515708277,0.3800804731446936,0.0973298672595361,0.13244817650660853,0.23279359825454402,-0.18637353142014684,0.14479732975190565,-0.027175570691195895,0.13958169098067708,-0.00021132470967561673,-0.011733950534498739,-0.05034089089149629,-0.2229097266682801,0.34646013257115676,-0.23734439022038706,-0.22244702672537608,0.14674346608198446,-0.2642046516977285,0.08690646396540888,0.03763672889401847,-0.43406318965048907
lh_G_front_sup_thickness,-0.18106398434280932,0.4138643889266185,-0.07583233267726357,0.26002532005236995,0.363264157551904,0.28002003006237386,0.36404386480929646,0.14441470306026186,0.40951477443542084,0.14085496507223932,-0.019841397299252328,-0.12109289645024872,-0.43943700427061094,0.49375103114202173,-0.16442116599357431,-0.24380091404152707,0.30673422712530307,-0.16616559790794833,-0.07289357312711912,0.11702124190551108,-0.2807180346735678
lh_G_Ins_lg&S_cent_ins_thickness,0.41563377551976816,-0.0847248607121085,-0.7893224907414287,0.43808622389961444,0.46405464699712,0.8169206305265058,0.06717100391326682,0.7168061271432369,1.3560198083181336,0.16605724362780722,0.09951409817040704,-0.2369908193360051,-0.11422982737708041,-0.8645010875896879,0.03200249172009426,-0.04770699242681579,0.6555734471854512,-0.06755650662273954,0.7196393680319321,0.6125090454558906,-0.557252463626932
lh_G_insular_short_thickness,0.2765318621084103,0.2634954680165467,-0.38783560226022423,0.6641655841500923,0.7384966419763115,0.5786293860200404,0.22242565771234737,0.796526693554192,1.2448144398128789,0.13142701319511937,0.16890022213268913,-0.11192644403035094,0.16457308519871386,0.5403760352691638,0.024494920401542664,0.060054303058140114,-0.02537751823140451,0.015617570671046533,0.39237801000145156,0.37946301596373805,-0.2705644619095206
lh_G_occipital_middle_thickness,-0.2505763794101773,-0.2549190632941085,0.6096184373814344,-0.16121046459228333,-0.23906202805873228,-0.24176113014358586,-0.29673461449581207,-0.1536320795783728,-1.2123820940511967,-0.13217767696094793,-0.08863468420260465,0.23941479076048486,-0.21995546304866678,0.014914986418679433,-0.1072580517581784,0.05970031120199263,-0.2728036537847635,-0.23440007192820608,-0.16083660150263418,-0.12746592781995594,-0.35807137686470375
lh_G_occipital_sup_thickness,-0.8800140699809749,-0.5193598192817261,1.3850977788388747,-0.3569905831497614,-0.06697036591179538,-0.44396105077616965,-0.9099793128266853,-0.663455193121827,-1.29684020445104,-0.3789818851508423,-0.33251979164558165,0.0195836297059939,-0.2582733823359292,0.07035000238835884,0.07288643694652228,-0.29851017731766416,-0.9288651041504931,-0.8187457527305376,-0.9662152440754451,-0.7413666032863628,-0.9764327450820507
lh_G_oc-temp_lat-fusifor_thickness,0.4078897782788548,-0.2952733337250535,0.11771031874696931,-0.024291990088141986,-0.3315008980075968,-0.5128306236998399,-0.14002128158475882,-0.3936441731258842,-0.32170605758358906,-0.3072303591731914,-0.03848987620020264,-0.11221862038254643,0.2570070268417299,-0.18212313394482954,0.1459147884165756,-0.17063063128154474,-0.4077651713784894,-0.026938517576430766,-0.48762821089629665,-0.4039677983742278,0.10881219288694755
lh_G_oc-temp_med-Lingual_thickness,-1.0488984633651717,-0.44837089894372073,1.6853379270057887,-0.8798140058174229,-0.9430169488283318,-0.030343703144091273,-1.2290816581803825,-0.4611938390410409,-1.7221064422517034,-0.3947326328308777,-0.26165440466647294,0.40237578310680583,-0.5744103447154083,-0.2094540786602396,0.3973997156823616,0.27135006213637475,-1.061868990194477,-0.5190089750930575,-0.7387628958530034,-0.751902115953966,-0.7002146735296074
lh_G_oc-temp_med-Parahip_thickness,0.08977509183839086,-0.5583856333705337,-1.2137022929740071,-0.27386440564194,-0.5802610040670737,1.0153489827615692,0.7532493645210906,-0.08257625067252611,0.9259434015642813,0.16513779046044727,-0.1093833517682645,-0.3488702895625595,-0.9675770805037995,-0.8631331588648861,0.06261311208250782,-0.030568055336539352,1.0543082605423177,0.26748284245678,1.4816783340152628,1.005677722376997,-0.07913588526915358
lh_G_orbital_thickness,0.05426892174696493,-0.08649233597065721,-0.2645171032828133,0.3148949220225844,0.5123333210259634,0.036625618291415744,0.30189481629618387,-0.0964144605216051,0.9317660475412541,0.2663680140941596,0.12007800264966229,-0.424306300154063,0.20052194456139855,0.0307970793407079,-0.14476859597578418,0.3037241756104766,-0.08220444717297705,-0.4341066068829364,0.29579381547908007,0.2563111777385271,-0.5907040284489223
lh_G_pariet_inf-Angular_thickness,0.08561416495293242,0.14970323228392476,0.2151487072936581,0.25138455416683086,-0.03554050210526031,-0.5420677421336455,0.06395086004608547,-0.3876893237361809,-0.6765801345831253,0.19391759741402673,-0.03658430245268501,0.14897410566035021,0.17473571002331023,0.06758758160160991,-0.15775602657962523,-0.485258295930377,-0.45965655753951923,-0.6593626533940545,-0.2212588582332011,-0.125800672876259,-0.7441203847210467
lh_G_pariet_inf-Supramar_thickness,0.1146730211153883,-0.14175974703151148,-0.08869266613335794,0.15869941353410427,0.07542796727021066,-0.39737200644909904,-0.01334573408399257,-0.24954981620761918,-0.7550830350807534,-0.07594773401217485,-0.07840490270118357,-0.3547088047013323,0.010548038851977748,0.09541601731587283,-0.17088578066685048,-0.34169757947837515,-0.27199064181901333,-0.35144846714135136,0.022254462087014124,-0.05584980628611265,-0.2698457076914728
lh_G_parietal_sup_thickness,-0.05351299071447618,-0.0990171864814101,0.24332330089818066,-0.2291533286911249,-0.07383541215414202,-0.5192652448668451,-0.28355214416791974,-0.4045276325870358,-0.7385239403051957,-0.05587735664902357,-0.21315085119825633,0.08741020404811689,-0.15582622056335366,0.2655984414398219,-0.45812203900676185,-0.299849635319181,0.009508989695131458,-0.6830370060615225,-0.19728972705725037,-0.19962907517660988,-0.7212371813562649
lh_G_postcentral_thickness,-0.634756495592035,-0.19502435845341873,0.7014530839751251,-0.4307885225109552,-0.2641001444532037,-0.14855362361357893,-0.339241273977205,-0.20093824206274122,-1.4553945923346427,-0.052761192680411365,-0.3633467144874165,0.061507342476567244,-0.1719213580361239,0.5202542325455152,0.06824488222767403,-0.20558389663535995,-0.6532109828853844,-0.3575409135541628,0.258242238494263,-0.04057814100023447,-0.15346025249138565
lh_G_precentral_thickness,-0.4500633226439043,-0.18505939287118767,-0.25567265968022107,-0.6714999554458678,-0.2946916121472515,0.2059412321643649,-0.07189285890856974,0.08135770963795312,-0.3691021921749272,-0.232237447961377,-0.32408768998653903,0.13891407515218548,-0.4170335367043712,0.7111698233980206,0.24097304941128433,-0.852208796783827,-0.14586819666255316,0.29175004162481627,0.02360852656337008,0.0225904841198828,0.45747917835764695
lh_G_precuneus_thickness,0.05631917793158938,0.14655462930127885,0.2747156787893945,0.0243029262035944,0.1798425271036804,-0.2632716497481436,-0.1160223473644193,-0.37663328282923714,-0.38123440859036906,-0.140200670850743,-0.03193570513077348,0.10868572653183754,-0.3050632102085932,-0.131553174465499,-0.4080519824106501,-0.17670968657658248,-0.052541169610048497,-0.6437870090815704,-0.9341231685154835,-0.5764613460376699,-0.9130706603097001
lh_G_rectus_thickness,0.48973993913078157,-0.09188006501936617,-0.3352860468516782,0.38791649878413864,0.6278279799036526,-0.0073405783325052616,0.47805705912809965,-0.1679276430107827,0.9746570495111513,0.338295654717998,0.12038175726611122,-0.47132499319291515,-0.006329551947153741,0.2143635510641869,-0.26654883187641265,0.651633966768198,0.14386461232785738,-0.6602056026649891,0.5447216714170926,0.45560275432065234,-1.062869055016146
lh_G_subcallosal_thickness,-0.5949443650746148,-0.4074436433240076,-2.4244471137404933,-0.11336177299817121,-0.19264493070774927,1.2575846863879834,0.8583666930937159,-0.08095750220844561,1.4156044116517013,0.6815097385881473,-0.2787851925131313,-1.2004154316201476,-0.42654754017275,-0.5409605206629555,-1.0163923281326193,0.45406439441820007,0.4476024279778675,0.0918680965763915,1.419410974192195,1.1249507171436084,0.20504846402154958
lh_G_temp_sup-G_T_transv_thickness,-0.09714665738404331,0.06839919981129304,1.1528902913437133,-0.2957751356910437,-0.028035119195683737,0.3145476006840554,-0.5097208119932722,0.4730667636702445,-1.0552698081777252,0.0292666345032774,-0.19155678112505048,0.5580954655270915,0.5130913621670132,0.09277563515336851,0.5873250831764526,0.2714527066210534,-0.7900323311723907,0.5128487474269225,0.24091697155769592,0.00012629070131262298,1.0817525412479903
lh_G_temp_sup-Lateral_thickness,0.5100158901085766,-0.43819893070698124,-0.028375803321277204,0.21107317637205344,0.4138494528371291,-0.3001376380924085,0.015275931641860252,-0.3212491867385071,0.018400358864186686,-0.043542452434759724,0.10707165969535822,-0.36559917934571085,0.20892488513110155,-0.11571982552883667,0.06160876938850777,0.2088161770782334,-0.46599773813357703,-0.6609528080291774,0.07767170262031538,0.032039897656324215,-0.7415973548777796
lh_G_temp_sup-Plan_polar_thickness,0.6517821769422777,0.19815068164125926,-1.7280955045544435,-0.2028330769140051,0.43889128736219085,0.4162537728932899,0.7995379076802953,1.1943047660587398,1.3936618686804965,0.26783944611021726,0.33559686343424516,-0.690134161754867,0.03699892189557311,-1.0392789539306242,-0.6268073581321492,0.03460146987180061,1.1436598180467126,0.2485943989261439,0.6044506008772493,0.6450653095768649,0.24984289430875134
lh_G_temp_sup-Plan_tempo_thickness,0.2665906540829149,-0.2924258148798032,-0.06100480520421896,0.16391034111620023,-0.255817510992705,-0.6743062344573375,0.001506140358096264,-0.3439114575812039,-0.488829267928929,-0.47147405979327683,-0.1464899799011993,-0.09935707179038528,0.16184400122352274,-0.2186779086935165,-0.13818389851858592,-0.7054688103770989,-0.2459763044823801,-0.1388488258722524,-0.4628642088342007,-0.37909526326137866,-0.08684267147668022
lh_G_temporal_inf_thickness,0.590304032827899,-0.6115943235971266,-0.5976139322932953,0.4463393876320707,0.37393041722734716,-0.14820807958861873,0.23198810396118444,-0.22484725580224219,0.3144409584783088,-0.02038389084516668,0.2752220959815873,-0.4787303032975384,0.025314834523467437,-0.4454456127570987,0.1267017175144169,-0.058881542454922,0.1562576744020518,-0.32716139663719196,-0.014427660458036779,0.011510582167783306,-0.4386168865405983
lh_G_temporal_middle_thickness,0.3517037186774522,-0.24909663312646288,-0.3203982934743228,0.4484423424119178,0.43257271307830536,-0.3095059425202479,0.1491454097792769,-0.21225310617207413,0.09064706571423264,-0.09194826601631534,0.08775398282612915,-0.38620028460671774,0.1924124366602747,-0.32987730424109213,0.12003483750811676,-0.0919294553236273,-0.15624503924723945,-0.3535048906816703,-0.18761115240980697,-0.12419332281706719,-0.37364027475778316
lh_Lat_Fis-ant-Horizont_thickness,-0.03445893645089354,0.2291080750958892,0.12360322974186201,0.30598670312873977,0.6095984312622339,0.5798578609351481,0.23881199032674114,0.7755033507354971,1.3579307305312156,0.12527978586620128,0.4583138184261769,0.3077202708295336,0.35445512584989175,0.6281881816652847,0.4302100165461725,-0.18925211433168165,0.24762600531280088,0.3537299314692034,-0.2894831434563576,0.04796281403937262,0.3423380734411377
lh_Lat_Fis-ant-Vertical_thickness,,,,,,,,,,,,,,,,,,,,,
lh_Lat_Fis-post_thickness,0.1949857741414538,0.1652546073934688,0.6146566693592194,-0.13629100083692894,-0.062079641854262145,-0.17879461935980723,-0.5068744973452498,0.18610709433284678,-0.4684687508337917,0.48381798412296373,-0.17822221048382705,0.8520934567448873,0.30322917610729744,-0.27122759968443605,0.2471696692557545,-0.30554629522960675,-0.24894994406864204,0.27602850154087777,-0.007279310385640907,-0.21541890248301518,0.2976830115804689
lh_Pole_occipital_thickness,-1.1327914797484222,-0.38129945262380094,2.1629454712756635,-1.172138962598656,-0.9893271521137966,-0.08927885588271618,-1.589845602841697,-0.40245328404476527,-2.401188355566217,-0.0022379031749516975,-0.27284295970003847,0.5242447955871093,-0.33413455813563264,-0.10301391035691845,0.5380198542565502,0.35886216161729784,-0.690114657061875,-0.6069618671886164,-0.4241440534874463,-0.5818501803592664,-0.9895708028132637
lh_Pole_temporal_thickness,1.1492726747022988,-0.8923902264251864,-1.2320096111940588,0.09753184030928765,0.08383012936741337,-0.08080006256588568,0.41712827459918156,0.10904936086080798,0.5712825452420113,0.8073387695978848,0.6075383273035533,-0.16058463274814042,-0.09993919504138812,-0.4805572416637104,0.007756243469675383,0.21875948903545592,1.1039956739530368,0.18487888448924847,1.1687506146133626,0.8672180995705026,-0.2668406566098109
lh_S_calcarine_thickness,-0.8846631486156609,-0.10956266487447813,0.9254844524346457,-0.5803373359424381,-0.6297911856289994,0.06845242906459323,-0.4071577421273152,-0.18994607738040362,-1.0050861200433405,-0.32513761045128886,-0.22696537956935148,0.2275972772951425,-0.18496426579760833,-0.25919726986970376,0.20885081715028292,0.17082662007036675,-0.7450967139279042,-0.07864464129320885,-0.6471853959620487,-0.5693868341273027,0.3127569317867141
lh_S_central_thickness,-0.7056856648445783,-0.3099147286126308,0.4234883468413965,-0.8782928471905441,-0.7927242571645546,0.24625946078819178,-0.6466237915446983,0.2695115601649782,-0.9554370339060373,-0.259309407369318,-0.35420466431110786,0.7833820556403446,-0.24994784186174554,0.551741398032179,0.518460545557131,-0.7661901971654231,-0.27918387611745243,0.7277593158574933,-0.1986387470495287,-0.20236061128121235,1.133656553464064
lh_S_cingul-Marginalis_thickness,0.49884803590624166,0.21822676230592095,-0.35575261511896894,0.23903922337588873,-0.05596004130834377,0.13061356968626928,-0.20522783958956828,0.025368279969486256,0.6186815495801037,-0.0669260369006101,0.4620724202253266,0.4574934900277954,0.027173629119715347,-0.10019798568404945,-0.3703984254446149,-0.39904903835933486,0.4955732384601611,-0.0013298497943839006,-0.5971609868317613,-0.2897331323992304,-0.3527998837051393
lh_S_circular_insula_ant_thickness,-0.30198994268786317,0.6299599893118955,-0.4996150850816381,0.4761240328342423,0.3827366834061027,0.10275838986595699,0.18657816717521003,0.8229126748406538,1.0910113548941835,-0.25402226034081327,-0.12496596864568241,-0.5894880985410234,0.1994317382971926,0.19803542036104105,-0.17778858102374967,0.9249461883391964,0.060725106016803324,0.4463240345861957,0.40247207276418145,0.19404973374442436,0.8917823092770316
lh_S_circular_insula_inf_thickness,0.8433802715422426,-0.24786959701822792,-0.5089585805547939,0.025355130090393127,0.19963862819136347,0.07041856590176813,-0.02654723548044328,0.2570046818910624,0.666223584637869,0.17815968793909365,0.14386725747979376,-0.3124799972630555,0.3364500930750091,-0.4836506395595241,-0.002374855013051125,0.08615321570574881,0.2593408090241024,-0.012782538498437218,0.3075566972489594,0.24856067159048473,-0.0909379431033916
lh_S_circular_insula_sup_thickness,0.6468359577387119,0.43179006592158575,-0.12683649015420376,0.6229397895452279,0.4852309762177219,0.6817378850899207,0.16354685042689335,0.9374978982156716,0.5697453830890531,0.25279068960840895,0.08796058384824745,-0.5661909688001362,0.2995326560837954,-0.4626976131324387,0.2062707052094673,0.054604620892809465,0.7795476428786321,0.3150728927932185,-0.028894795631957744,0.20678779757750537,0.2182165652125583
